Account_name,Score,Title,Location,Date,Product,Purchase_Status,Review_content,Like
jake,5.0 out of 5 stars,LOVE LOVE LOVE,the United States,7-Sep-20,Color: Ifloor3,Verified Purchase,I love this product. It makes mopping a breeze and with a new puppy it's been a lot of help keeping your house clean. I only wish they had a bigger model for days when I want to clean the whole house as it can take a while to charge between 2-25 minute sessions.,
Amazon Customer,5.0 out of 5 stars,Where have you been all my life?,the United States,12-Mar-21,Color: Ifloor3,Verified Purchase,"Just the cleaning tool I have been waiting for.  I like the dual tanks so I am always using clean water.  I used it on ceramic tile, laminate tile and sealed hardwood floors.  I was embarrassed by the amount of dirt there was in the dirty water tank.The only thing I would change is the size of the clean water tank and length of time on one charge.  I just plan my cleaning so I can put it on the charger intermittently.Highly recommend this product.",
Michelle,5.0 out of 5 stars,Love it!,the United States,30-Oct-20,Color: Ifloor3,Verified Purchase,I absolutely love my Tineco. It does its job but definitely listen to the rule on where it says dont use on unsealed floors because it really doesn't work on them. I tried it down in my basement on the laminate and there were a couple cracks and it just kept shoving water into it.,
Lance Lee,5.0 out of 5 stars,Buy this,the United States,24-Apr-21,Color: Ifloor3,Verified Purchase,"Most amazing thing I have purchased. Really fantastic product. I use this every day to mop my hardwood floors. Easy to clean, and so much easier to use than a mop. Really gets everything clean.",
Christy Canon,5.0 out of 5 stars,Best machine ever!,the United States,30-Nov-20,Color: Ifloor3,Verified Purchase,"This machine is the best thing ever. I highly recommend! I have 2,500 sq feet of laminate flooring. I used to sweep with a broom and then mop.  Took forever. Now I do all in one and takes me very little time and it cleans great.  Nice shiny floors. Easy to use. I will definitely be purchasing for my daughter’s!",
Lvuwthasml,5.0 out of 5 stars,Well worth the price!,the United States,5-Apr-21,Color: Ifloor3,Verified Purchase,I really like the Tineco vacuum/mop. It has made my life sooo much easier. Anytime my pups excited pee it’s so easy to clean up and I don’t have to get down on all fours. It also easy to upkeep with dumping and rinsing things for the next use. Highly recommend!,
Jess,5.0 out of 5 stars,Never knew my floors were so dirty,the United States,20-Apr-21,Color: Ifloor3,Verified Purchase,"So far this has been wonderful! It's super easy to use, love that it has a self clean feature and picks up more dirt and hair than i ever would have thought was on my floors. Definitely recommend!",
Skyy,5.0 out of 5 stars,Buy it it's worth every penny,the United States,3-Jul-21,Color: Ifloor3,Verified Purchase,Do I use this thing everyday  Yes Yes I do do I think you should buy this product Yes I do you don't know how dirty your floors are until you buy this product I have made it a challenge to make the water run clear but I have 2 kids so it will probably be a while,
dustin cunningham,5.0 out of 5 stars,Tineco!,the United States,8-Jul-21,Color: Ifloor3,Verified Purchase,"Well what can I say? I refused to buy my wife a vacuum for her birthday, but alas she talked me into it. Not even 1 hour into getting it she was smashing eggs on her moms kitchen floor and the kids were happily throwing condiments to the wind. Have no doubt though. She tinecoed that right up. But wasn’t done there, those fresh cage free farm eggs. Must’ve had a whoopsie cause one of those hit the ground and exploded too. Not to worry Tineco for the win!!! One plus side is, I’m not allowed to use it.",
Shelly Bell,5.0 out of 5 stars,Very pleased.,the United States,8-Aug-21,Color: Floor One S3,Verified Purchase,"I use this for hardwood floors, slate and ceramic tiles. It is amazing to see how clean the floors are and they dry so quickly. When I first starting using the Tineco, I thought the cleaning of the machine was tasking. Now that I know what I am doing it is rather easy and the machine is cleaned very thorough. Very pleased and awesome product.",
Kindle Customer,5.0 out of 5 stars,Can’t live without our tineco,the United States,16-Apr-21,Color: Ifloor3,Verified Purchase,We absolutely love our tineco. With a family of seven plus a dog I don’t think think I could run our household without it. We originally bought a bissell crosswave but after the first use it began to lead water all over our floor so back it went. We decided to try tineco and I’m so glad we did! I use it every day. It’s quick and easy to clean and does a better job cleaning than the bissell. Hands down. 10/10 would recommend.,
S. Shalabi,5.0 out of 5 stars,How did I live without this?,the United States,10-Feb-21,Color: Ifloor3,Verified Purchase,"I love this! My apartment has never been cleaner, and I can get it done in a shorter amount of time. My children are 6 & 3 and needless to say, there are crumbs and spills everywhere every day, and specially so while working from home and virtual school. This makes cleaning painless and quick. Best purchase of the year!",
Billy smith,5.0 out of 5 stars,Gets 2 jobs done in 1 operation!,the United States,30-Jun-21,Color: Ifloor3,Verified Purchase,Daily use on my tile floors and amazed how much dog hair this thing sucks up. Better than just vacuuming alone and all in 1 step. The cleaning solution smells pleasant as well.,
Jeffrey  Holtz,5.0 out of 5 stars,Highly Recommend!!!!!,the United States,17-Jul-21,Color: Ifloor3,Verified Purchase,I am a chef and I bought this for my kitchen floor. I put a little floor cleaner in the tank and I spray the tough spots. It saves me so much time and it works.,One
Apache Guy,5.0 out of 5 stars,Better Than A Crosswave!,the United States,10-Nov-20,Color: Ifloor3,Verified Purchase,"I have two dogs and use this to help keep the hardwood floors clean. Easy to use and enjoy the self cleaning feature. The clean water tank is a little small but the job that this Ifloor does on the floor, I can tolerate having to fill the tank a couple of times if I'm cleaning a big room. The extra rollers are hard to find, but did find them on Ebay. They were out of stock on Amazon and on the company website. Very satisfied with this purchase and would recommend to everyone.",
Classygrandma,5.0 out of 5 stars,Efficient ti esaver,the United States,20-May-21,Color: Floor One S3,Verified Purchase,My daughter bought one and talked me into it. I couldn’t believe how good of a job it did and so fast. It truly vacuums and washes all in one stroke. It is a fantastic product. D,
lisseth,4.0 out of 5 stars,It's good,the United States,27-Apr-21,Color: Ifloor3,Verified Purchase,It cleans very good! But the only thing is that it runs of of battery quickly like max 25 minutes not long enough.. I have a big house so I have to charge it like 2 or 3 times.,One
K. Oakes,5.0 out of 5 stars,Amazing vacuum,the United States,11-May-21,Color: Floor One S3,Verified Purchase,I Love this. Vacuums and cleans at the same time. Easy to use.  It’s basically self propelled no effort at all.  I wish I had it sooner. My daughter recommended it so glad she did.,
Jennifer,1.0 out of 5 stars,Used item,the United States,14-Jul-21,Color: Ifloor3,Verified Purchase,"I received my Tineco today and I opened it and it was obvious that I was sent a returned item.  The machine is dirty, there is hair in the roller and the cleaning solution was opened.  Very disappointed for the price I paid to get a used dirty item.",One
J. Maly,5.0 out of 5 stars,Awesome. Best ever,the United States,7-Mar-21,Color: Ifloor3,Verified Purchase,I have bought every floor cleaner on the market. All given to goodwill except my Dyson stick. This is incredibly awesome. I can’t believe the dirt it picks up. I would give this ten stars if I could,
Melinda May Shurtliff,5.0 out of 5 stars,Life changer!,the United States,27-Jul-21,Color: Floor One S3,Verified Purchase,"I’ve had this for about a month now and I am so impressed! Between a hairy dog and a toddler, my floors get crazy dirty, fast. This thing saves me from having to sweep, then vacuum, and then mop. It tackles dog hair like a champ! Make sure you empty the dirty water tank EVERY use though, or it will get really smelly.",
Krista,1.0 out of 5 stars,Very disappointed,the United States,13-Feb-21,Color: Ifloor3,Verified Purchase,My vacuum/mop has quit working.  It will suction for a few seconds and then stop.  It gives me the error message that the bin is full but it is not.  I can’t reset the status of the vacuum.  I wasted my money on this purchase.,3
