Account_name,Score,Title,Location,Date,Product,Purchase_Status,Review_content,Like
wyldfyr,5.0 out of 5 stars,Totally worth the money,the United States,2-Aug-21,CrossWave,Verified Purchase,Resting after her first cleaning job. I swept & mopped my whole house in under an hour. It picked up all of the dog hair and cleanup after was super easy!!,
Janice Shirley,2.0 out of 5 stars,Dissatisfied,the United States,28-Dec-20,CrossWave,Verified Purchase,Actually I bought two. One for me and one for a Christmas gift.I was very dissatisfied with the vacuum. Itleft streaks on my tile and was just too labor intensive having to take it apart to adequately clean every few rooms.I thought it would be simpler to rinse and go but it wasn’t!I’m not gifting it.,
Augusto Bustamante Angarita,5.0 out of 5 stars,"Light, easy to use and doing two things at the same time.",the United States,12-Oct-21,CrossWave,Verified Purchase,"I gave it to my wife as a gift and she is very happy with it, easy of use, efficient. She claims she has saved lots of time in our 1650 square feet apartment and it looks cleaner than ever.",One
Elaina,5.0 out of 5 stars,"too much trouble to clean filter, etc.",the United States,15-Jan-20,CrossWave,Verified Purchase,I live in an apartment and it's too difficult to clean the floors because of the furniture. I doesn't go underneath furniture and I feel it's more appropriate for large homes that have a lot of open flooring. The product works great though and does a good job. Vacuum is very powerful.,
Theresa Martin,5.0 out of 5 stars,"Love it, great purchase!",the United States,4-Jun-21,CrossWave,Verified Purchase,"I like it's a vacuum and mop both floors and area rugs. I'm arthritic and have fibromyalgia, this vac really helps me. No bending, no wringing. Thankyou!",
Leslie,5.0 out of 5 stars,Where has this been my whole life,the United States,3-Mar-20,CrossWave,Verified Purchase,"When you see the amount of dirty water this picks up, you will never look back.The best thing I have ever used.Make sure you clean it out every time or it will mess up. Tight corners are hard, but... it’s not a deal breaker when you get a vac and mop that cleans so so so well.You can in fact “eat off of my floors” they are so clean😂",
Raquel,3.0 out of 5 stars,Worked almost a whole year,the United States,27-Jul-20,CrossWave,Verified Purchase,"Worked for almost a year. I bought this vacuum last August and was so satisfied with it. Then two montha ago started to work properly and now doesn’t work at all! I bought replacement part is the hope of getting back to work, but no success. Can’t find in their website anyplace to contact costumer service",
S. Kaufmann,2.0 out of 5 stars,Disappointed,the United States,30-Jan-21,CrossWave,Verified Purchase,"I had great expectations after reading reviews however what I received was a machine that does not actually Clean the floor.  After using, the clean up is EXTENSIVE.  It was a waste of money.",
L. Metivier,5.0 out of 5 stars,Best mop on the market,the United States,17-Jul-21,CrossWave,Verified Purchase,Unbelievable. Simply unbelievable.I’m neurotic about cleaning my floors.I hated all mops and believe the only way to really clean my floors is by hand washing them.This has transformed how I clean. I will never own anything differently.,
Nancy L. Self,5.0 out of 5 stars,Amazing Machine,the United States,20-Oct-20,CrossWave,Verified Purchase,"I love my Bissell. I have been having a difficult time mopping our tile floor. This machine does an amazing job in just a few minutes and very little effort. Fill it, mop and empty. A little clean up and you are done. I highly recommend this machine.",
Amazon Customer,2.0 out of 5 stars,Disappointed,the United States,30-Mar-21,CrossWave,Verified Purchase,I purchase this to use on concrete floors. It seemed to just move dirt around. You could see the tracks it left.  I then tried it on one of our rugs and instead of picking up dirt it seemed to just smear it into the carpet. Sent back.,
Robi Hallford,5.0 out of 5 stars,Robi Hallford Recommends!,the United States,6-May-21,CrossWave,Verified Purchase,"Great quality  Vacuum Cleaner, honestly you can easily save your time because you don't need to mop your floor because it's 2 in 1. 👍",
Jill Ackermann,1.0 out of 5 stars,Defective,the United States,15-Aug-21,CrossWave,Verified Purchase,"Worked great on the first use. Second use, the entire contents or the water/mix poured directly through the machine and immediately onto the floor. Loved everything about it during and after the first use. Super disappointed in this purchase and product",
Julie Bluver,3.0 out of 5 stars,Picked up hair but left streaks while cleaning,the United States,18-Jun-21,CrossWave,Verified Purchase,Was disappointed that the cleaning part didn’t work as well as I thought. Hoped it wouldn’t leave streaks but it did,One
Joyce S.,5.0 out of 5 stars,Works wonderful,the United States,7-Apr-21,CrossWave,Verified Purchase,I am so happy with this floor scrubber. It’s light weight and very easy to use and clean. I would recommend this to anyone looking for an all around scrubber that you can go from carpet to hard floor with the push of a button,
Sharon Shopper,5.0 out of 5 stars,Game Changer,the United States,13-Nov-20,CrossWave,Verified Purchase,"This product is a game changer. From vacuuming, mopping and then drying. Wow! I’m truly late to the party.",One
Amazon Customer,2.0 out of 5 stars,Doesn't scrub well!!!,the United States,10-Dec-18,CrossWave,Verified Purchase,"Well, what a disappointment! This machine vacuums well BUT the feeble ""multi-brush"" is practically useless. I could have scrubbed my floor with a brush on my hands and knees quicker and cleaner than with this! It IS well built, easy to assemble, etc., BUT Bissell fell down on the JOB...scrubbing! I would NOT recommend this product for anything but wet-dry vacuuming.",
C. Squire,5.0 out of 5 stars,BIG TIME SAVER!,the United States,23-Apr-18,CrossWave,Verified Purchase,"If you can love a machine, I do! our entire main floor is tile. What a time saver! I read another review; they said the machine didn't take up the water as expected. I've found that once the scrubber brush is saturated, you don't need to keep a steady stream of cleaner going.",2
Oklahoma Girl,5.0 out of 5 stars,Easy to use,the United States,12-Aug-18,CrossWave,Verified Purchase,"I’m happy with this.  The amount of dirt that was picked up made me feel it was really working.  I even dry mopped my floors first and it still had incredibly dirty water.  I just didn’t think my floors were that dirty.  It’s easy to clean afterwards too.  My only complaint is that it doesn’t get close to the edges, but this is still the best floor cleaner that I’ve tried.  And I trust Bissell.",
Lizi,5.0 out of 5 stars,Best purchase ever,the United States,2-Dec-18,CrossWave,Verified Purchase,"I cannot leave a good enough review of this product. I moved into an apartment that had previously been inhabited by a heavy smoker, so the floors were gross and tar-y. I never felt like they were getting clean, so I looked around and purchased this machine. It worked so well in my apartment that I took it into the office at work. You can see above that the floors went from black to their original color. This machine is incredible. Life changing. My apartment has never felt cleaner.Recently it flooded due to a sewer back up (SO gross) and this machine help in both water extraction and cleaning. You would never be able to tell the flood even happened. It was incredible. I've even had coworkers take this machine home to use it on their floors. Incredible. It will be the best purchase of your life.",
